archetype,cluster_id,total_cost,node_count,cpu_utilization,memory_utilization,cpu_gap,memory_gap,cost_distribution,optimization_opportunities,optimization_maturity,team_experience,change_tolerance,success_probability,typical_issues,scaling_behavior,size_category,team_size,funding_stage,growth_rate_monthly,technical_debt_level,monitoring_maturity,change_frequency,optimization_priorities,budget_sensitivity,risk_tolerance,implementation_month,implementation_day_of_week,implementation_hour,complexity_factor,implementation_success,savings_accuracy,total_duration_minutes,commands_executed,commands_successful,commands_failed,customer_satisfaction,stability_period_clean,time_to_first_benefit,success_factors,post_optimization_improvements,failure_factors,rollbacks_performed,lessons_learned,compliance_requirements,change_approval_process,budget_cycle,process_maturity,automation_level,monitoring_sophistication,stakeholder_complexity,industry,regulatory_overhead,uptime_requirements,peak_hours,seasonal_pattern,customer_impact_sensitivity,performance_requirements,geographic_distribution,seasonal_multiplier,edge_case_type,documentation_quality,test_coverage,challenge_factors,cost_per_node,utilization_efficiency,waste_factor,optimization_score,complexity_risk_ratio,is_business_hours,is_weekend,predicted_success_prob,actual_success
financial_enterprise,cluster_49448,25824.15636430551,141.0,47.406286109673005,88.92907880407509,51.082701185443284,16.24619219324805,"{'compute_percentage': 39.750988593258434, 'storage_percentage': 20.99571667423284, 'networking_percentage': 34.258645749900424, 'control_plane_percentage': 4.994648982608303, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",advanced,senior,low,0.95,"['compliance_overhead', 'change_resistance', 'complex_dependencies']",conservative,large,144.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.2123333186726021,1,1,21,0.3568656430976338,True,0.928453625657957,97,14,12,2,4.760342775302259,True,19.69026363853137,"['good_documentation', 'phased_rollout', 'good_baseline_measurement', 'thorough_preparation', 'maintenance_window_used']","{'cpu_utilization_improvement': 0.1736786864521895, 'memory_utilization_improvement': 0.21827409108442347, 'cost_reduction_achieved': 0.0818876353378582, 'performance_improvement': 0.060527969351107394, 'automation_score_improvement': 0.061729060487372}",,,,pci_dss,simple,monthly,0.9467445393114257,0.769283240224255,0.7748896550829601,6.0,,,,,,,,,,,,,,183.1500451369185,0.6816768245687405,0.3366444668934567,0.4521940933681724,0.3756480453659303,0,0,0.95,1
tech_giant,cluster_15001,234390.97975333917,1835.0,87.68595401786527,86.8165375262039,11.47534235754975,11.3243222468991,"{'compute_percentage': 48.531813377806834, 'storage_percentage': 20.191941062822227, 'networking_percentage': 25.99032317436334, 'control_plane_percentage': 5.285922385007598, 'registry_percentage': 1, 'other_percentage': 1}","['automation_optimization', 'compliance_optimization']",expert,expert,medium,0.9281965374654386,"['scale_complexity', 'microoptimization', 'automation_overhead']",automated,enterprise,113.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.32434106498764387,6,3,4,0.9734474921392045,True,1.0525280686695038,221,11,11,0,4.525146767887579,False,22.4274075677227,"['rollback_plan_ready', 'adequate_testing', 'good_documentation', 'experienced_team']","{'cpu_utilization_improvement': 0.1968777546706324, 'memory_utilization_improvement': 0.23564634333249973, 'cost_reduction_achieved': 0.15713443694883, 'performance_improvement': 0.11797312456233917, 'automation_score_improvement': 0.07234602575628674}",,,,gdpr,enterprise,quarterly,0.6626589721454195,0.9787780308992938,0.3414689848235648,11.0,,,,,,,,,,,,,,127.73350395277339,0.8725124577203459,0.11399832302224425,0.7730475007242097,1.0487514797214494,0,0,0.9281965374654386,1
financial_enterprise,cluster_80689,43847.59500751134,138.0,54.212851121780275,79.35272461499184,46.65530703695469,22.467938757087367,"{'compute_percentage': 48.15191283310206, 'storage_percentage': 25.913702037694446, 'networking_percentage': 22.93091921226577, 'control_plane_percentage': 3.0034659169377207, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",advanced,senior,low,0.8036735479629337,"['compliance_overhead', 'change_resistance', 'complex_dependencies']",conservative,large,62.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.36734539071342487,12,2,5,0.5786364748467263,True,0.6,267,10,7,3,3.8849390489617073,False,15.53608524548316,"['maintenance_window_used', 'phased_rollout', 'adequate_testing', 'comprehensive_monitoring']","{'cpu_utilization_improvement': 0.13176420143853626, 'memory_utilization_improvement': 0.24701438942905632, 'cost_reduction_achieved': 0.09336079385622974, 'performance_improvement': 0.0744851561197093, 'automation_score_improvement': 0.019439983976283007}",,,,sox,simple,monthly,0.981993166884394,0.9886324610979311,0.6889143852904552,10.0,,,,,,,,,,,,,,317.73619570660395,0.6678278786838606,0.34561622897021027,0.43701572565196967,0.7199894488419988,0,0,0.8036735479629337,1
financial_enterprise,cluster_36928,38567.735119810015,124.0,68.86782820184335,72.26427182162035,36.08800133061748,28.43195672883455,"{'compute_percentage': 40.13067843356852, 'storage_percentage': 30.057544406521668, 'networking_percentage': 25.890132871711046, 'control_plane_percentage': 3.9216442881987694, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",advanced,senior,low,0.8601522231571741,"['compliance_overhead', 'change_resistance', 'complex_dependencies']",conservative,large,176.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.7259651007869875,11,4,21,0.14200932639149713,True,0.9667820198096554,73,19,17,2,4.710688039445445,True,134.22247613112515,"['thorough_preparation', 'experienced_team']","{'cpu_utilization_improvement': 0.277847180183188, 'memory_utilization_improvement': 0.1041267714254412, 'cost_reduction_achieved': 0.07725441635887906, 'performance_improvement': 0.07587799979141473, 'automation_score_improvement': 0.21388639960919656}",,,,none,simple,annual,0.44777516779846643,0.2206290014839284,0.9502823082057464,9.0,,,,,,,,,,,,,,311.03012193395176,0.7056605001173185,0.3225997902972601,0.4780145707584118,0.16509790077650943,0,0,0.8601522231571741,1
tech_giant,cluster_76561,201955.94303178164,1869.0,78.13881894402287,76.51163912106396,20.158040786783616,20.306062491900363,"{'compute_percentage': 44.06103944012183, 'storage_percentage': 30.952786357578905, 'networking_percentage': 20.07335210541708, 'control_plane_percentage': 4.912822096882192, 'registry_percentage': 1, 'other_percentage': 1}","['storage_optimization', 'automation_optimization', 'compliance_optimization']",expert,expert,medium,0.8007848653339581,"['scale_complexity', 'microoptimization', 'automation_overhead']",automated,enterprise,147.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.10329690395807649,11,1,12,0.25073290981855445,False,0.10693023244463128,444,3,2,1,1.46364812499383,False,-1.0,,,"['inadequate_testing', 'poor_monitoring']",3.0,"['Need better team training on optimization tools', 'Require more thorough dependency analysis']",sox,enterprise,monthly,0.759043845928703,0.8801479310889073,0.7661777907862882,14.0,,,,,,,,,,,,,,108.05561424921436,0.7732522903254342,0.20232051639341989,0.6168074876443977,0.3131089518206481,1,0,0.8007848653339581,0
tech_giant,cluster_27480,283768.58261922287,1175.0,91.48864270106807,88.47051732438868,10.616819864166146,12.589209046223544,"{'compute_percentage': 39.05206115952113, 'storage_percentage': 31.24778680384456, 'networking_percentage': 25.71994640082258, 'control_plane_percentage': 3.980205635811724, 'registry_percentage': 1, 'other_percentage': 1}","['storage_optimization', 'automation_optimization', 'compliance_optimization']",expert,expert,medium,0.8040674324737601,"['scale_complexity', 'microoptimization', 'automation_overhead']",automated,enterprise,135.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.03692412526283103,12,4,5,0.9522276377651421,True,1.005925784004694,257,9,9,0,4.964913661126488,True,33.92718321181858,"['phased_rollout', 'comprehensive_monitoring', 'adequate_testing']","{'cpu_utilization_improvement': 0.2120941409465806, 'memory_utilization_improvement': 0.1334687600451037, 'cost_reduction_achieved': 0.08769778705506315, 'performance_improvement': 0.07399533000113996, 'automation_score_improvement': 0.02548669890756574}",,,,hipaa,standard,annual,0.7736330332167117,0.579950817793568,0.2950300518845096,20.0,,,,,,,,,,,,,,241.50517669721094,0.8997958001272838,0.11603014455194845,0.7953923633712788,1.1842634079029397,0,0,0.8040674324737601,1
tech_giant,cluster_85148,183221.80486451896,1554.0,90.05833841451816,85.27272466476757,11.680277530685657,12.758896835078886,"{'compute_percentage': 40.65612884705523, 'storage_percentage': 26.50907971036014, 'networking_percentage': 28.683311819018098, 'control_plane_percentage': 4.151479623566526, 'registry_percentage': 1, 'other_percentage': 1}","['automation_optimization', 'compliance_optimization']",expert,expert,medium,0.811857525702977,"['scale_complexity', 'microoptimization', 'automation_overhead']",automated,enterprise,162.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.4921649680176282,2,1,16,0.7351555919434258,True,0.9084117438978688,244,5,2,3,4.922004647662677,True,20.72282652126194,"['adequate_testing', 'phased_rollout', 'good_documentation', 'maintenance_window_used']","{'cpu_utilization_improvement': 0.1743634908608764, 'memory_utilization_improvement': 0.13364071732921837, 'cost_reduction_achieved': 0.13422698456255308, 'performance_improvement': 0.026129065105953992, 'automation_score_improvement': 0.04587498403453903}",,,,pci_dss,enterprise,annual,0.6082556697910084,0.9924686247208115,0.8654315877002137,21.0,,,,,,,,,,,,,,117.90334933366728,0.8766553153964287,0.12219587182882272,0.7695316548381905,0.9055229134038809,1,0,0.811857525702977,1
tech_giant,cluster_76575,106702.44067084084,832.0,87.84169886568169,87.36832298308899,11.029740454300281,14.212974349792859,"{'compute_percentage': 44.196606642518205, 'storage_percentage': 31.896328966171723, 'networking_percentage': 19.754814570354363, 'control_plane_percentage': 4.152249820955703, 'registry_percentage': 1, 'other_percentage': 1}","['storage_optimization', 'automation_optimization', 'compliance_optimization']",expert,expert,medium,0.95,"['scale_complexity', 'microoptimization', 'automation_overhead']",automated,enterprise,141.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.4216262666124877,8,4,12,0.9649443961751771,True,0.9256728665727549,295,9,9,0,3.514554264205671,True,11.907757185046192,"['experienced_team', 'comprehensive_monitoring']","{'cpu_utilization_improvement': 0.14802155481298698, 'memory_utilization_improvement': 0.17182070682886466, 'cost_reduction_achieved': 0.07658692938330736, 'performance_improvement': 0.11273293524486747, 'automation_score_improvement': 0.2521563522565061}",,,,none,standard,annual,0.6986322277332698,0.5458442664590825,0.9680310163225263,12.0,,,,,,,,,,,,,,128.24812580629907,0.8760501092438534,0.1262135740204657,0.7654806939351673,1.0157309433422919,1,0,0.95,1
financial_enterprise,cluster_74942,28636.40381712877,161.0,77.78027575913094,81.66147392736218,22.60275330487613,18.550818325994044,"{'compute_percentage': 42.22578495401076, 'storage_percentage': 23.7416583661273, 'networking_percentage': 30.61316915772842, 'control_plane_percentage': 3.4193875221335253, 'registry_percentage': 1, 'other_percentage': 1}",['storage_optimization'],advanced,senior,low,0.95,"['compliance_overhead', 'change_resistance', 'complex_dependencies']",conservative,large,67.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.07753526436126434,5,4,12,0.3512097314314577,True,0.9230288517100804,139,18,18,0,4.262855514949846,True,19.824846352645704,"['thorough_preparation', 'experienced_team', 'stakeholder_buy_in', 'good_documentation', 'good_baseline_measurement']","{'cpu_utilization_improvement': 0.24614796896108973, 'memory_utilization_improvement': 0.12374311605537718, 'cost_reduction_achieved': 0.15449807761530054, 'performance_improvement': 0.09134348006250437, 'automation_score_improvement': 0.1998981410163744}",,,,pci_dss,enterprise,monthly,0.9803620034788837,0.7940142478789192,0.8008814136865983,11.0,,,,,,,,,,,,,,177.8658622181911,0.7972087484324656,0.20576785815435086,0.6331688117656065,0.36969445413837654,1,0,0.95,1
tech_giant,cluster_75554,451591.8873537805,1693.0,82.30874066944357,88.2206487251947,15.296965884368674,13.818419210394609,"{'compute_percentage': 38.13686649269247, 'storage_percentage': 23.673417399668576, 'networking_percentage': 32.60251812248845, 'control_plane_percentage': 5.587197985150513, 'registry_percentage': 1, 'other_percentage': 1}","['automation_optimization', 'compliance_optimization']",expert,expert,medium,0.95,"['scale_complexity', 'microoptimization', 'automation_overhead']",automated,enterprise,170.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.4447397452544347,12,4,15,0.6175613268538761,True,0.9416540434375781,213,10,9,1,4.863983824523437,True,27.760626313571446,"['maintenance_window_used', 'thorough_preparation', 'good_documentation', 'good_baseline_measurement']","{'cpu_utilization_improvement': 0.07753934930476204, 'memory_utilization_improvement': 0.20567516343709585, 'cost_reduction_achieved': 0.06707783341109815, 'performance_improvement': 0.033469885017043385, 'automation_score_improvement': 0.02596892992321539}",,,,pci_dss,enterprise,quarterly,0.9075636267233176,0.513722010350075,0.8027020570210797,18.0,,,,,,,,,,,,,,266.7406304511403,0.8526469469731913,0.14557692547381643,0.728521225918198,0.6500645545830275,1,0,0.95,1
tech_giant,cluster_62148,338684.53947582585,1438.0,85.00643265420713,87.81228815382913,16.26093409762025,18.430665917339795,"{'compute_percentage': 47.363430497912134, 'storage_percentage': 26.221384697172557, 'networking_percentage': 21.33333449146558, 'control_plane_percentage': 5.081850313449734, 'registry_percentage': 1, 'other_percentage': 1}","['storage_optimization', 'automation_optimization', 'compliance_optimization']",expert,expert,medium,0.95,"['scale_complexity', 'microoptimization', 'automation_overhead']",automated,enterprise,162.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.43505019228044534,7,6,23,0.7192066514621134,True,0.6,132,6,5,1,4.480097055480626,True,105.60160306399372,"['thorough_preparation', 'phased_rollout', 'rollback_plan_ready', 'good_baseline_measurement', 'good_documentation']","{'cpu_utilization_improvement': 0.20321290600640124, 'memory_utilization_improvement': 0.09630349216512711, 'cost_reduction_achieved': 0.15012037156616953, 'performance_improvement': 0.05241930415236626, 'automation_score_improvement': 0.011454235882652635}",,,,gdpr,standard,monthly,0.7502147507450035,0.25090612696833753,0.5396479694666726,17.0,,,,,,,,,,,,,,235.52471451726416,0.8640936040401813,0.17345800007480022,0.7142096556059451,0.7570596331180142,0,1,0.95,1
tech_giant,cluster_35042,210704.5436049816,660.0,85.2793091469065,88.63413118332858,13.450564437693359,13.949931572630902,"{'compute_percentage': 43.72933794457936, 'storage_percentage': 20.90031832516302, 'networking_percentage': 30.385972409345747, 'control_plane_percentage': 4.984371320911876, 'registry_percentage': 1, 'other_percentage': 1}","['storage_optimization', 'automation_optimization', 'compliance_optimization']",expert,expert,medium,0.95,"['scale_complexity', 'microoptimization', 'automation_overhead']",automated,enterprise,85.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.6328707234393098,8,5,4,0.21431209985109145,True,0.8544436131802968,92,13,12,1,4.272902218184749,False,18.753644479017595,"['thorough_preparation', 'good_documentation', 'rollback_plan_ready', 'stakeholder_buy_in']","{'cpu_utilization_improvement': 0.2136819604425613, 'memory_utilization_improvement': 0.18462806008351634, 'cost_reduction_achieved': 0.08684263189545521, 'performance_improvement': 0.08951783758918634, 'automation_score_improvement': 0.08020735101959706}",,,,pci_dss,simple,monthly,0.845981275448121,0.6320230195029081,0.8448177661105849,7.0,,,,,,,,,,,,,,319.2493084923963,0.8695672016511753,0.1370024800516213,0.750434338453416,0.2255916840537805,0,0,0.95,1
financial_enterprise,cluster_69533,33030.495908002806,159.0,77.19107503589467,78.07605976131495,23.56353088481552,22.48960977057517,"{'compute_percentage': 42.43103603075168, 'storage_percentage': 22.82083152390488, 'networking_percentage': 28.626270964073253, 'control_plane_percentage': 6.121861481270197, 'registry_percentage': 1, 'other_percentage': 1}",['resource_rightsizing'],advanced,senior,low,0.7391319862051507,"['compliance_overhead', 'change_resistance', 'complex_dependencies']",conservative,large,80.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.1793230390686294,1,7,18,0.698112899532968,True,0.8271071226077759,234,13,13,0,3.9547335867889437,True,20.53926968648902,"['phased_rollout', 'adequate_testing', 'good_baseline_measurement']","{'cpu_utilization_improvement': 0.11537233095138566, 'memory_utilization_improvement': 0.22253215242066943, 'cost_reduction_achieved': 0.08080296688288802, 'performance_improvement': 0.061551264183955075, 'automation_score_improvement': 0.019090654510121936}",,,,gdpr,standard,monthly,0.3391340851885903,0.4245369459586946,0.9761505258755577,9.0,,,,,,,,,,,,,,207.7389679748604,0.7763356739860481,0.23026570327695345,0.5975721940366631,0.944503705105792,0,1,0.7391319862051507,1
tech_giant,cluster_41495,326145.20500883914,1219.0,86.50373822100218,87.14369840556616,13.471249611879173,14.309078970795014,"{'compute_percentage': 41.38830584191796, 'storage_percentage': 28.60049672971634, 'networking_percentage': 24.927974759253406, 'control_plane_percentage': 5.083222669112292, 'registry_percentage': 1, 'other_percentage': 1}","['storage_optimization', 'automation_optimization', 'compliance_optimization']",expert,expert,medium,0.9169133915285214,"['scale_complexity', 'microoptimization', 'automation_overhead']",automated,enterprise,78.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.3594787531286443,3,7,6,0.5169037022618487,True,0.7354135942366544,131,7,7,0,1.9643185102725023,True,90.88108902833383,"['phased_rollout', 'good_baseline_measurement', 'maintenance_window_used', 'stakeholder_buy_in']","{'cpu_utilization_improvement': 0.289512168066262, 'memory_utilization_improvement': 0.23149493037932944, 'cost_reduction_achieved': 0.11167152169724903, 'performance_improvement': 0.01268053313845377, 'automation_score_improvement': 0.1779669243660722}",,,,pci_dss,standard,monthly,0.6375853145078254,0.6499393239937555,0.401881954100332,19.0,,,,,,,,,,,,,,267.5514397119271,0.8682371831328416,0.13890164291337093,0.7476376119572126,0.563743213958469,0,1,0.9169133915285214,1
tech_giant,cluster_42921,297700.5558742991,1033.0,85.47473119731113,89.15917277708405,15.151679913061457,11.20917568196262,"{'compute_percentage': 44.5487582725629, 'storage_percentage': 29.40917438934889, 'networking_percentage': 22.554624347753634, 'control_plane_percentage': 3.487442990334582, 'registry_percentage': 1, 'other_percentage': 1}","['storage_optimization', 'automation_optimization', 'compliance_optimization']",expert,expert,medium,0.7504630597965103,"['scale_complexity', 'microoptimization', 'automation_overhead']",automated,enterprise,75.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.33301174392207095,9,7,2,0.9848230883737236,False,0.42193072719535835,374,7,5,2,1.7013979144385667,False,-1.0,,,['business_hours_implementation'],2.0,"['Need better team training on optimization tools', 'Implement automated rollback procedures']",sox,standard,quarterly,0.5353913768733796,0.840455200610545,0.8300805485704194,8.0,,,,,,,,,,,,,,288.19027674181905,0.873169519871976,0.1318042779751204,0.7580820417553676,1.312287227889352,0,1,0.7504630597965103,0
tech_giant,cluster_74615,170569.21609840033,1702.0,77.3515265008409,89.3721319178639,23.887413595044222,12.060852126208175,"{'compute_percentage': 39.14969412594921, 'storage_percentage': 35.72595782860472, 'networking_percentage': 19.676942142265947, 'control_plane_percentage': 5.447405903180132, 'registry_percentage': 1, 'other_percentage': 1}","['storage_optimization', 'automation_optimization', 'compliance_optimization']",expert,expert,medium,0.9435927663656469,"['scale_complexity', 'microoptimization', 'automation_overhead']",automated,enterprise,105.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.24185075221266145,4,7,1,0.7676896807473794,True,0.7407932634082415,115,6,5,1,3.5423845549783404,True,26.392529189557912,"['good_baseline_measurement', 'experienced_team', 'comprehensive_monitoring', 'good_documentation', 'thorough_preparation']","{'cpu_utilization_improvement': 0.2150386302795287, 'memory_utilization_improvement': 0.24350654946635825, 'cost_reduction_achieved': 0.1103368348635771, 'performance_improvement': 0.08222448081451657, 'automation_score_improvement': 0.11129975884654249}",,,,none,complex,quarterly,0.5937456282917644,0.7305361308454122,0.7494499076559882,18.0,,,,,,,,,,,,,,100.21693072761477,0.8336182920935241,0.179741328606262,0.6837826327221511,0.813581566234576,0,1,0.9435927663656469,1
tech_giant,cluster_86698,151945.43905431379,665.0,83.59381500570319,77.8547606707118,16.297273853794195,22.466208731787844,"{'compute_percentage': 42.44928242557878, 'storage_percentage': 27.081633180116633, 'networking_percentage': 27.6983080216272, 'control_plane_percentage': 2.7707763726773917, 'registry_percentage': 1, 'other_percentage': 1}","['storage_optimization', 'automation_optimization', 'compliance_optimization']",expert,expert,medium,0.8228246069388719,"['scale_complexity', 'microoptimization', 'automation_overhead']",automated,enterprise,154.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.2518255834463859,5,4,5,0.6024008172204093,True,0.6804791320195072,243,9,9,0,4.682042770975504,True,17.84488212867337,"['good_baseline_measurement', 'adequate_testing']","{'cpu_utilization_improvement': 0.26984720420707614, 'memory_utilization_improvement': 0.18737161460623947, 'cost_reduction_achieved': 0.11352558585106268, 'performance_improvement': 0.04150873189342407, 'automation_score_improvement': 0.21324980916044936}",,,,pci_dss,complex,monthly,0.4284991265308266,0.880987656675182,0.9836226687539583,5.0,,,,,,,,,,,,,,228.4893820365621,0.8072428783820749,0.1938174129279102,0.6507851520895814,0.7321132743726537,0,0,0.8228246069388719,1
financial_enterprise,cluster_90954,21887.467385884534,96.0,57.7502621978607,82.53324128295398,42.41214264667515,18.116842025675638,"{'compute_percentage': 33.65385585899858, 'storage_percentage': 33.247862809322434, 'networking_percentage': 29.74896311314653, 'control_plane_percentage': 3.349318218532448, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",advanced,senior,low,0.9304866067902566,"['compliance_overhead', 'change_resistance', 'complex_dependencies']",conservative,large,30.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.17746021244467625,10,3,12,0.5621850079416466,True,0.6,177,7,7,0,4.90466966127128,True,26.561169144141648,"['thorough_preparation', 'comprehensive_monitoring']","{'cpu_utilization_improvement': 0.18212065789064316, 'memory_utilization_improvement': 0.10829723402222506, 'cost_reduction_achieved': 0.13884627655581055, 'performance_improvement': 0.09361686847799662, 'automation_score_improvement': 0.05951133032176145}",,,,none,standard,monthly,0.7787605025423839,0.4136952450269879,0.9261715120845013,13.0,,,,,,,,,,,,,,227.99445193629722,0.7014175174040734,0.3026449233617539,0.489137066604726,0.6041838795304338,1,0,0.9304866067902566,1
financial_enterprise,cluster_36233,41040.19486227859,85.0,55.964628943937335,81.13597221871636,44.42679925339925,21.652385950105895,"{'compute_percentage': 40.304254339064485, 'storage_percentage': 28.335266354145222, 'networking_percentage': 27.585726335908166, 'control_plane_percentage': 3.7747529708821177, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing']",advanced,senior,low,0.7414033200057059,"['compliance_overhead', 'change_resistance', 'complex_dependencies']",conservative,large,113.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.30833445775043933,7,7,3,0.3624203814034741,True,0.8819819217118658,136,12,12,0,4.948907551154723,False,36.403090897694,"['rollback_plan_ready', 'experienced_team', 'phased_rollout', 'maintenance_window_used']","{'cpu_utilization_improvement': 0.20797195592437673, 'memory_utilization_improvement': 0.1969723971132842, 'cost_reduction_achieved': 0.08829454451027521, 'performance_improvement': 0.027875191847444806, 'automation_score_improvement': 0.0017558489039998736}",,,,sox,standard,quarterly,0.6889568000268512,0.5264216063453147,0.5543830746331504,12.0,,,,,,,,,,,,,,482.8258219091599,0.6855030058132685,0.33039592601752577,0.4590156054197963,0.48883026501781096,0,1,0.7414033200057059,1
financial_enterprise,cluster_38523,22480.162296119564,54.0,59.83766960892472,72.1307971357511,40.62868910597958,26.324681137771762,"{'compute_percentage': 41.31235731295494, 'storage_percentage': 27.54881690270498, 'networking_percentage': 28.46166107212622, 'control_plane_percentage': 2.6771647122138487, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",advanced,senior,low,0.95,"['compliance_overhead', 'change_resistance', 'complex_dependencies']",conservative,large,77.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.025000342020026562,1,1,19,0.7598908322938006,True,0.6833602508691703,161,14,14,0,3.2693791256808735,True,13.413985292742762,"['rollback_plan_ready', 'comprehensive_monitoring', 'good_baseline_measurement', 'stakeholder_buy_in', 'thorough_preparation']","{'cpu_utilization_improvement': 0.13703396868680218, 'memory_utilization_improvement': 0.03419464887732127, 'cost_reduction_achieved': 0.13426630071529508, 'performance_improvement': 0.07144623719310526, 'automation_score_improvement': 0.07802074403451928}",,,,gdpr,standard,annual,0.9524565526269596,0.632592631350703,0.9020759599609731,6.0,,,,,,,,,,,,,,416.29930177999194,0.6598423337233791,0.33476685121875677,0.4389489933619674,0.7998850866250533,0,0,0.95,1
tech_giant,cluster_12388,417972.29866066633,594.0,80.96312695609012,86.09084701731399,14.106127904948181,16.6520486854038,"{'compute_percentage': 46.84711738191494, 'storage_percentage': 22.566763391835813, 'networking_percentage': 26.421179656748556, 'control_plane_percentage': 4.1649395695006834, 'registry_percentage': 1, 'other_percentage': 1}","['storage_optimization', 'automation_optimization', 'compliance_optimization']",expert,expert,medium,0.8255310665571838,"['scale_complexity', 'microoptimization', 'automation_overhead']",automated,enterprise,179.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.23725009706109423,4,1,18,0.5802772153610619,True,0.8095443403758369,67,9,9,0,4.591090800074589,False,21.698299785101838,"['rollback_plan_ready', 'good_documentation', 'comprehensive_monitoring']","{'cpu_utilization_improvement': 0.20496637897419556, 'memory_utilization_improvement': 0.200982335227836, 'cost_reduction_achieved': 0.040953729467158556, 'performance_improvement': 0.10733825827554531, 'automation_score_improvement': 0.1221654581614113}",,,,gdpr,simple,monthly,0.4345134812381861,0.8617006014457068,0.43325936350311967,8.0,,,,,,,,,,,,,,703.6570684523002,0.8352698698670206,0.1537908829517599,0.7068129790771699,0.7029138440314125,0,0,0.8255310665571838,1
financial_enterprise,cluster_16319,35655.152908530494,183.0,60.4946345906677,82.05647575045928,38.20086318788932,16.713303560368118,"{'compute_percentage': 39.39712142406038, 'storage_percentage': 33.67878308681907, 'networking_percentage': 24.156402092883884, 'control_plane_percentage': 2.7676933962366896, 'registry_percentage': 1, 'other_percentage': 1}","['resource_rightsizing', 'system_pool_optimization']",advanced,senior,low,0.8697539602527132,"['compliance_overhead', 'change_resistance', 'complex_dependencies']",conservative,large,65.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.6753165945781822,7,4,20,0.7586452373772086,False,0.054897262914054355,713,5,1,4,1.3272132251019584,False,-1.0,,,"['configuration_error', 'time_pressure']",4.0,"['Implement gradual rollout instead of big-bang approach', 'Improve monitoring and alerting during optimization', 'Require more comprehensive testing in staging environment']",none,enterprise,monthly,0.4929598129539441,0.6474515548016464,0.6716922687485862,13.0,,,,,,,,,,,,,,194.8369011395109,0.712755551705635,0.27457083374128716,0.5170536656200877,0.8722526967934457,0,0,0.8697539602527132,0
financial_enterprise,cluster_18738,25300.143774190172,70.0,46.92222482821994,76.56110662525369,52.56255786727314,24.032344040278076,"{'compute_percentage': 42.118254860817444, 'storage_percentage': 26.177161240681716, 'networking_percentage': 28.034889794193376, 'control_plane_percentage': 3.669694104307463, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",advanced,senior,low,0.7719430053304074,"['compliance_overhead', 'change_resistance', 'complex_dependencies']",conservative,large,189.0,,,,,,"['reliability', 'security', 'compliance', 'cost_reduction']",,0.4804679772136398,12,2,19,0.5794846319188489,True,0.7352860837100753,191,14,11,3,4.050889662990569,True,37.18472435918147,"['thorough_preparation', 'stakeholder_buy_in']","{'cpu_utilization_improvement': 0.17715050541289376, 'memory_utilization_improvement': 0.189663263451417, 'cost_reduction_achieved': 0.07932287282761963, 'performance_improvement': 0.07170948463083529, 'automation_score_improvement': 0.08812345054913719}",,,,hipaa,standard,annual,0.8326729662607408,0.5891071989140184,0.1775829385469842,5.0,,,,,,,,,,,,,,361.4306253455739,0.6174166572673682,0.3829745095377561,0.38096181576995697,0.750683182459588,0,0,0.7719430053304074,1
